"ID","Status","Project","Product","Short_Name","Description","Access","Documentation","Version","DOI","Variable","Start","End","Region","Polygon","Released","Theme1","Theme2","Theme3","Theme4","Theme5","Theme6","EO_Missions"
39,"ONGOING","BALTIC+ Geodetic SAR for Baltic Height System Unification (SAR-HSU)","COR-GC:Â Geodynamic Corrections_Baltics_Multimission","geodynamic-corrections-baltics-sar-hsu","The geodynamic effects are computed from PTA-OBS and IERS-2010, following the definitions of the ITRF as outlined in the IERS conventions (version 2010, chapter 7, displacements of reference points). The cumulative impact on range and azimuth are stored in the correction file. The range corrections are available in units of meters 1-way. In order to apply them to the range observations, they need to be scaled by 2/c, with c denoting speed of light in vacuum. The azimuth corrections are in units of seconds and can be used as is. The following geodynamic corrections are comprised in values list in the file: Solid Earth tidal deformations caused by Sun & Moon, Ocean loading stemming from water mass redistribution by tides weighing on the coastlines using the FES2004 tidal model, Atmospheric pressure loading induced by diurnal heating of the atmosphere (S1 and S2 components), Rotational deformation due to polar motion, Ocean pole tide loading, Secular trends as inferred from nearby IGS reference site located on same tectonic plate. Multiple targets may be summarized in one file. Data blocks for different targets are placed side by side organized by dates. If a target is unavailable or detected an outlier (low SCR), the entries are set to 9. Product details available at: https://www.asg.ed.tum.de/fileadmin/w00cip/iapg/Baltic/SAR-HSU-TN-0019_Dataset_User_Manual.pdf","https://www.asg.ed.tum.de/fileadmin/w00cip/iapg/Baltic/COR-GC.zip",,,,"Sea surface height anomaly","2020.01.01","2020.12.31","Baltics","[[[9.0405918788,53.8666553578],[31.3371258934,53.8666553578],[31.3371258934,66.1535071282],[9.0405918788,66.1535071282],[9.0405918788,53.8666553578]]]","2021.07.07","Oceans",,,,,,"GOCE; Sentinel-1; GPS; GLONAS"
40,"ONGOING","BALTIC+ Geodetic SAR for Baltic Height System Unification (SAR-HSU)","COR-EC2:Â ECR Electronic Delay Correction_Baltics_Multimission","electronic-delay-correction-baltics-sar-hsu","The ECR electronics causes a signal delay which has to be corrected in the SAR measurements. The effect was calibrated with a set of reference ECR, yielding a model that describes the delay as a function of orbit geometry and incidence angle. The model is evaluated for each acquisition and the results are stored the in dedicated correction files. Product details available at: https://www.asg.ed.tum.de/fileadmin/w00cip/iapg/Baltic/SAR-HSU-TN-0019_Dataset_User_Manual.pdf","https://www.asg.ed.tum.de/fileadmin/w00cip/iapg/Baltic/COR-EC2.zip",,,,"Sea surface height anomaly","2020.01.01","2020.12.31","Baltics","[[[9.0405918788,53.8666553578],[31.3371258934,53.8666553578],[31.3371258934,66.1535071282],[9.0405918788,66.1535071282],[9.0405918788,53.8666553578]]]","2021.07.07","Oceans",,,,,,"GOCE; Sentinel-1; GPS; GLONAS"
41,"ONGOING","BALTIC+ Salinity Dynamics","Baltic Sea Surface Salinity L4 maps (V.2.0)_Baltics_Multimission","baltic-sea-surface-salinity-l4-baltic-salinity-dynamics","To develop a novel Baltic L4 SSS (Sea Surface Salinity) product from the measurements provided by the SMOS (Soil Moisture and Ocean Salinity) mission merged with SST (Sea Surface Temperature) and to study the potential benefit of incorporating this SSS product into oceanographic and environmental applications within the Baltic Sea. Data acquisition: Satellite ESA SMOS mission (Soil Moisture and Ocean Salinity), ESA CCI SST. Time coverage: 05 February 2011 - 27 December 2019. Time resolution: Daily. Maps frequency generation: Daily. Spatial coverage: Latitude range: 53.5ÂºN-68ÂºN Longitude range: 8ÂºE-30.5ÂºE. Spatial resolution: 0.05 degrees. Spatial grid: WGS 84 / Regular longitude-latitude. Sensor Satellite SMOS / MIRAS. Format NetCDF. Climate and Forecast (CF) conventions version: 1.6.","https://digital.csic.es/handle/10261/239770",,2,"https://doi.org/10.20350/digitalCSIC/13860","Sea surface salinity","2011.01.01","2019.12.31","Baltics","[[[9.0405918788,53.8666553578],[31.3371258934,53.8666553578],[31.3371258934,66.1535071282],[9.0405918788,66.1535071282],[9.0405918788,53.8666553578]]]","2021.01.31","Oceans",,,,,,"SMOS; SMAP"
42,"ONGOING","BALTIC+ Salinity Dynamics","Baltic Sea Surface Salinity L3 maps (V.2.0)_Baltics_Multimission","baltic-sea-surface-salinity-l3-baltic-salinity-dynamics","To develop a novel Baltic L3 SSS (Sea Surface Salinity) product from the measurements provided by the SMOS (Soil Moisture and Ocean Salinity) mission and to study the potential benefit of incorporating this SSS product into oceanographic and environmental applications within the Baltic Sea. Data acquisition: Satellite ESA SMOS mission (Soil Moisture and Ocean Salinity). Time coverage 05 February 2011 - 27 December 2019. Time resolution: 9 days. Maps frequency generation: Daily. Spatial coverage: Latitude range: 53.5ÂºN-68ÂºN Longitude range: 8ÂºE-30.5ÂºE. Spatial resolution: 0.25 degrees. Spatial grid: WGS 84 / Regular longitude-latitude. Sensor Satellite SMOS / MIRAS. Format NetCDF. Climate and Forecast (CF) conventions version: 1.6.","https://digital.csic.es/handle/10261/239764",,2,"https://doi.org/10.20350/digitalCSIC/13859","Sea surface salinity","2011.01.01","2019.12.31","Baltics","[[[9.0405918788,53.8666553578],[31.3371258934,53.8666553578],[31.3371258934,66.1535071282],[9.0405918788,66.1535071282],[9.0405918788,53.8666553578]]]","2021.01.19","Oceans",,,,,,"SMOS; SMAP"
43,"ONGOING","BALTIC+ Sea-Land biogeochemical linkages (SeaLaBio)","Model based Colored Dissolved Organic Matter (CDOM) _Baltics_Model","model-based-cdom-baltic-sealabio","Concentrations (expressed with absorption values) of Colored Dissolved Organic Matter (CDOM) simulated with the Ecological Regional Ocean Model (ERGOM). In this simulation river discharge and CDOM values estimated with Sentinel-2 data from 69 river mouth areas were used as input data. The results are visualized in TARKKA (https://wwwi4.ymparisto.fi/i4/eng/tarkka/index.html?type=ERGOM_CDOM&lang=en). The corresponding GeoTiff files are available in WAF (http://eo.ymparisto.fi/data/water/Baltic_SeaLaBio/ERGOM_results/P95/).","http://eo.ymparisto.fi/data/water/Baltic_SeaLaBio/ERGOM_results/P95/",,,,"Colour Dissolved Organic Matter (CDOM)","2016.01.01","2019.12.31","Baltics","[[[9.3738792631,53.90254289],[32.9925362748,53.90254289],[32.9925362748,66.2654700409],[9.3738792631,66.2654700409],[9.3738792631,53.90254289]]]","2020.03.19","Oceans","Land",,,,,"Model"
44,"ONGOING","BALTIC+ Sea-Land biogeochemical linkages (SeaLaBio)","In-situ measurements_Baltics","in-situ-sealabio","Water quality data of coastal (local and regional) monitoring; ICES water quality; Water quality from campaigns; Water quality data from Ship- of-opportunity (bottle samples); Water quality data from Ship-of- opportunity, instrument data; Reflectance. Details available at: http://eo.ymparisto.fi/data/water/Baltic_SeaLaBio/SeaLaBio_Dataset_Description_V1.2.pdf","http://eo.ymparisto.fi/data/water/Baltic_SeaLaBio/",,,,"Colour Dissolved Organic Matter (CDOM)","2015.01.01","2018.12.31","Baltics","[[[9.3738792631,53.90254289],[32.9925362748,53.90254289],[32.9925362748,66.2654700409],[9.3738792631,66.2654700409],[9.3738792631,53.90254289]]]","2019.11.07","Oceans","Land",,,,,"In-situ"
45,"ONGOING","BALTIC+ Sea-Land biogeochemical linkages (SeaLaBio)","EO based Color Disolved Organic Matter_Baltics_S3","eo-based-cdom-baltic-sealabio","The OLCI based EO results are visible in TARKKA (https://wwwi4.ymparisto.fi/i4/eng/tarkka/index.html?type=BP_CDOM&date=2019-09-01&lang=en&zoom=5.31&lat=64.23000&lon=26.00000) and the WAF (http://eo.ymparisto.fi/data/water/Baltic_SeaLaBio/). These have been derived by first performing the atmospheric correction with the Baltic+ AC processor and the using a band ratio algorithm for the estimation of CDOM. More details about the processing will be made available in the Validation Report and Dataset User Manual while comparisons of model and EO results with in situ data will be available in the Impact Assessment Report (see the Results section on the project website https://www.syke.fi/en-US/Research__Development/Research_and_development_projects/Projects/SeaLand_biogeochemical_linkages_SeaLaBio/Results).","http://eo.ymparisto.fi/data/water/Baltic_SeaLaBio/EO_results/",,,,"Colour Dissolved Organic Matter (CDOM)","2017.01.01","2019.12.31","Baltics","[[[9.3738792631,53.90254289],[32.9925362748,53.90254289],[32.9925362748,66.2654700409],[9.3738792631,66.2654700409],[9.3738792631,53.90254289]]]","2020.09.17","Oceans","Land",,,,,"Sentinel-3"
46,"ONGOING","BALTIC+ SEAL - Sea Level","Baltic Sea Level_Multimission","baltic-sea-level-baltic-seal","Suit of products containing: 1) Reprocessed Along-Track Sea Level Estimations at 20-Hz; 2) Reprocessed monthly sea level grids; 3) Gridded mean sea surface height; 4) Maps of estimated sea level trends, annual cycle and uncertainties","http://balticseal.eu/data-access/",,,,"Coastal sea level (tide)","1995.01.01","2019.12.31","Europe","[[[9.0982681011,53.0247903014],[31.9809728849,53.0247903014],[31.9809728849,67.1748890303],[9.0982681011,67.1748890303],[9.0982681011,53.0247903014]]]","2021.11.02","Oceans",,,,,,TOPEX/Poseidon; ERS-2; Jason-1; Jason-2; Jason-3; ENVISAT; CryoSat-2; SARAL/ALtiKa; Sentinel-3
47,"ONGOING","BALTIC+ SEAL - Sea Level","Hydrodynamic model data (deviation from Sea Level Mean)_Multimission","hydrodynamic-model-baltic-seal","http://balticseal.eu/wp-content/uploads/2020/04/Baltic_SEAL_D2.1_DatasetDescription_v1.1-signed.pdf","http://balticseal.eu/data-access/",,,,"Coastal sea level (tide)","2017.01.01","2017.12.31","Baltics","[[[9.0405918788,53.8666553578],[31.3371258934,53.8666553578],[31.3371258934,66.1535071282],[9.0405918788,66.1535071282],[9.0405918788,53.8666553578]]]","2021.05.28","Oceans",,,,,,TOPEX/Poseidon; ERS-2; Jason-1; Jason-2; Jason-3; ENVISAT; CryoSat-2; SARAL/ALtiKa; Sentinel-3
48,"ONGOING","BALTIC+ SEAL - Sea Level","Global Ocean Heat Content (GOHC)_GRACE/GRACE-FO","ocean-heat-content-baltic-seal","https://www.aviso.altimetry.fr/fileadmin/documents/data/tools/MOHeaCAN-DT-006-MAG_PUM.pdf","https://www.aviso.altimetry.fr/en/data/products/ocean-indicators-products/ocean-heat-content-and-earth-energy-imbalance.html",,,,"Sea surface height anomaly","2002.01.01","2016.12.31","Global","[[[-180,-90],[180,-90],[180,90],[-180,90],[-180,-90]]]","2021.10.04","Oceans",,,,,,"GRACE; GRACE-FO"
49,"ONGOING","BALTIC+ SEAL - Sea Level","Earth Energy Imballance (EEI)_GRACE/GRACE-FO","earth-energy-imballance-baltic-seal","https://www.aviso.altimetry.fr/fileadmin/documents/data/tools/MOHeaCAN-DT-006-MAG_PUM.pdf","https://www.aviso.altimetry.fr/en/data/products/ocean-indicators-products/ocean-heat-content-and-earth-energy-imbalance.html",,,,"Sea surface height anomaly","2002.01.01","2016.12.31","Global","[[[-180,-90],[180,-90],[180,90],[-180,90],[-180,-90]]]","2021.10.04","Oceans",,,,,,"GRACE; GRACE-FO"
50,"ONGOING","CASSIS (Climate Altimetric Studies with Sea Ice and Snow)","Sea ice freeboard and thickness_TFMRA50 and ASD snow depth_Antarctic_CryoSat-2/SARAL","sea-ice-snow-depth-lpf-cassis","CryoSat-2 sea ice freeboard and thickness from heuristic retracker TFMRA50 and ASD snow depth in the Antarctic. To access the data please mailto:florent.garnier@legos.obs-mip.fr. File name: c2esaD_SIT_fb_snow-ASD_sh_2013_2020_ease2_w25000.nc","https://www.aviso.altimetry.fr/en/data/products/altimetry-ice-products/altimetry-sea-ice-products-from-ctoh.html","https://www.aviso.altimetry.fr/en/data/products/altimetry-ice-products/altimetry-sea-ice-products-from-ctoh.html",,,"Sea-ice thickness","2013.01.01","2020.12.31","Antarctica","[[[-180,-80],[180,-80],[180,-61],[-180,-61],[-180,-80]]]","2020.01.01","Cryosphere",,,,,,"CryoSat-2; SARAL/ALtiKa"
51,"ONGOING","CASSIS (Climate Altimetric Studies with Sea Ice and Snow)","Sea ice freeboard and thickness_TFMRA50 and AMSR climatology snow depth_Antarctic_CryoSat-2/SARAL","sea-ice-clima-snow-depth-lpf-cassis","CryoSat-2 sea ice freeboard and thickness from heuristic retracker TFMRA50 and AMSR climatology snow depth in the Antarctic. To access the data please mailto:florent.garnier@legos.obs-mip.fr. File name: c2esaD_SIT_fb_snow-AMSR-clim_sh_2011_2020_ease2_w25000.nc","https://www.aviso.altimetry.fr/en/data/products/altimetry-ice-products/altimetry-sea-ice-products-from-ctoh.html","https://www.aviso.altimetry.fr/en/data/products/altimetry-ice-products/altimetry-sea-ice-products-from-ctoh.html",,,"Sea-ice thickness","2011.01.01","2020.12.31","Antarctica","[[[-180,-80],[180,-80],[180,-61],[-180,-61],[-180,-80]]]","2020.01.01","Cryosphere",,,,,,"CryoSat-2; SARAL/ALtiKa"
52,"ONGOING","CASSIS (Climate Altimetric Studies with Sea Ice and Snow)","Sea ice freeboard and thickness_TFMRA50 and AMSR-2 snow depth_Antarctic_CryoSat-2/SARAL","sea-ice-retracker-snow-depth-cryosat--lpf-cassis","CryoSat-2 sea ice freeboard and thickness from heuristic retracker TFMRA50 and AMSR-2 snow depth in the Antarctic. To access the data please mailto:florent.garnier@legos.obs-mip.fr. File name: c2esaD_SIT_fb_snow-AMSR_sh_2011_2020_ease2_w25000.nc","https://www.aviso.altimetry.fr/en/data/products/altimetry-ice-products/altimetry-sea-ice-products-from-ctoh.html","https://www.aviso.altimetry.fr/en/data/products/altimetry-ice-products/altimetry-sea-ice-products-from-ctoh.html",,,"Sea-ice thickness","2011.01.01","2020.12.31","Antarctica","[[[-180,-80],[180,-80],[180,-61],[-180,-61],[-180,-80]]]","2020.01.01","Cryosphere",,,,,,"CryoSat-2; SARAL/ALtiKa"
53,"ONGOING","CASSIS (Climate Altimetric Studies with Sea Ice and Snow)","Sea ice freeboard and thickness_heuristic retracker TFMRA50 and AMSR climatology snow depth_Antarctic_Envisat","sea-ice-retracker-clima-snow-depth-lpf-cassis","Envisat sea ice freeboard and thickness from heuristic retracker TFMRA50 and AMSR climatology snow depth in the Antarctic. To access the data please mailto:florent.garnier@legos.obs-mip.fr. File name: envisatv3_SIT_fb_snow-AMSR-clim_sh_2003_2011_ease2_w25000.nc","https://www.aviso.altimetry.fr/en/data/products/altimetry-ice-products/altimetry-sea-ice-products-from-ctoh.html","https://www.aviso.altimetry.fr/en/data/products/altimetry-ice-products/altimetry-sea-ice-products-from-ctoh.html",,,"Sea-ice thickness","2003.01.01","2011.12.31","Antarctica","[[[-180,-80],[180,-80],[180,-61],[-180,-61],[-180,-80]]]","2020.01.01","Cryosphere",,,,,,"ENVISAT; MODIS; GCOM-W1"
54,"ONGOING","CASSIS (Climate Altimetric Studies with Sea Ice and Snow)","Sea ice freeboard and thickness_heuristic retracker TFMRA50 and AMSR-2 snow depth_Antarctic_Envisat","sea-ice-retracker-snow-depth-envisat-lpf-cassis","Envisat sea ice freeboard and thickness from heuristic retracker TFMRA50 and AMSR-2 snow depth in the Antarctic. envisatv3_To access the data please mailto:florent.garnier@legos.obs-mip.fr. File name: SIT_fb_snow-AMSR_sh_2003_2011_ease2_w25000.nc","https://www.aviso.altimetry.fr/en/data/products/altimetry-ice-products/altimetry-sea-ice-products-from-ctoh.html","https://www.aviso.altimetry.fr/en/data/products/altimetry-ice-products/altimetry-sea-ice-products-from-ctoh.html",,,"Sea-ice thickness","2003.01.01","2011.12.31","Antarctica","[[[-180,-80],[180,-80],[180,-61],[-180,-61],[-180,-80]]]","2020.01.01","Cryosphere",,,,,,"ENVISAT; MODIS; GCOM-W2"
55,"ONGOING","ConsIstent Retrieval of Cloud Aerosol Surface","Cloud and aerosol products_Regional_S3A/SLSTR","cloud-aerosol-circas","Atmospheric products (cloud and aerosol) derived from S3A/SLSTR observations retrieved using the same radiative transfer physics and assumptions.The retrieval is based on the CISAR (Combined Inversion of Surface and Atmosphere pRoperties) algorithm. The spatial resolution of the CIRCAS user products is 5km. The CIRCAS products are delivered in NetCDF-4 format. The NetCDF files specification follows the CF conventions [NetCDF, 2010].","ftp.brockmann-consult.de","http://www.circas.eu/index.php#results",,,"Aerosol Optical Depth","2019.01.01","2019.12.31","Regional","[[[[-100.12656677881236,35.890702742676055],[-87.55435513523395,35.890702742676055],[-87.55435513523395,48.32475821434702],[-100.12656677881236,48.32475821434702],[-100.12656677881236,35.890702742676055]]],[[[1.3928929844456683,40.21976995463572],[13.965104628024013,40.21976995463572],[13.965104628024013,52.65382542630668],[1.3928929844456683,52.65382542630668],[1.3928929844456683,40.21976995463572]]],[[[-1.4861129301941927,2.554212537672809],[11.086098713384182,2.554212537672809],[11.086098713384182,14.988268009343775],[-1.4861129301941927,14.988268009343775],[-1.4861129301941927,2.554212537672809]]],[[[126.60269122612661,-18.534809759669432],[139.17490286970542,-18.534809759669432],[139.17490286970542,-6.1007542879985275],[126.60269122612661,-6.1007542879985275],[126.60269122612661,-18.534809759669432]]],[[[-68.39472586082537,-21.812762728977],[-55.8225142172473,-21.812762728977],[-55.8225142172473,-9.37870725730608],[-68.39472586082537,-9.378707257306088],[-68.39472586082537,-21.812762728977]]],[[[123.1055724631456,55.13148371889387],[135.6777841067242,55.13148371889387],[135.6777841067242,67.56553919056476],[123.1055724631456,67.56553919056476],[123.1055724631456,55.13148371889387]]]]","2021.12.31","Atmosphere",,,,,,"Sentinel-3"
