"Project_ID","Status","Project_Name","Short_Name","Short_Description","Website","Eo4Society_link","Consortium","Start_Date_Project","End_Date_Project","TO","TO_E-mail","Theme1","Theme2","Theme3","Theme4","Theme5","Theme6"
35,"COMPLETED","Cryosat+ Antarctic Ocean","Cryosat+ Antarctic Ocean","This project is part of ESA's Scientific Data Exploitation Element activities, a component of the Earth Observation Envelope program (EOEP-5). This programme element responds to needs of the Earth Observation and Earth System science communities in terms of innovative methods, new products, open science tools and new Earth science results. The focus of the CryoSat+ Antarctic Ocean project is to develop, inter-compare and validate multiple approaches to sea surface height and sea ice thickness retrieval on Antarctic sea ice. The approaches to be considered in this proposal are: a. Novel LRM/SAR/SARIN methods for leads, polynyas, open ocean and sea ice classification b. Along-track processors over leads, polynyas and open ocean for sea surface estimation c. Along-track processors over sea ice floes for sea ice thickness estimation d. Pan-Antarctic gridded products of dynamic ocean topography and geostrophic currents (along with secondary products: EKE, upwelling, etc) e. Pan-Antarctic gridded products of sea ice thickness f. Preliminary inter-comparison of along-track and gridded products developed in steps b-e g. Validation over selected tracks and key regions against in-situ and airborne data.","http://cryosat.mssl.ucl.ac.uk/csao","https://eo4society.esa.int/projects/cryosat-2-for-enhanced-sea-ice-thickness-and-ocean-observations-in-antarctica-cryosat-antarctic-ocean/","MULLARD SPACE SCIENCE LABORATORY â€š UNIVERSITY COLLEGE LONDON (GB), CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE (CNRS) (FR), CLS COLLECTE LOCALISATION SATELLITES (FR), SHEPHERD SPACE LTD. (GB), Technical University of Denmark (DK), isardSAT UK (GB)",21.12.2018,04.01.2021,"Jerome Bouffard","jerome.bouffard@esa.int","Cryosphere",,,,,
36,"COMPLETED","CryoSat+ Mountain Glaciers","CryoSat+ Mountain Glaciers","Quantify the volume, mass change and contribution to sea level change of mountain glaciers using CryoSat satellite radar altimeter data","http://www.cryosat-mtg.org/","https://eo4society.esa.int/projects/cryosat-mountain-glaciers/","University of Edinburgh (UoE), isardSAT, Environmental Earth Observation Information Technology GMBH, earthwave Earth Observation and Data Science Specialists, University College of London â€š Mullard Space Science Labor (UCL)",13.05.2015,31.12.2020,"Stephen Plummer","stephen.plummer@esa.int","Cryosphere",,,,,
37,"COMPLETED","CryoSMOS","CryoSMOS","Testing the capabilities of SMOS for monitoring Antarctica's ice sheet and ice shelves, focusing on 4 case studies: the estimate of the temperature profile of the ice sheet;the capability of investigating bedrock topography; the study of the ice shelves stability ; the monitoring of wet snow.","https://www.catds.fr/Products/Available-products-from-CEC-SM/CryoSMOS-project","https://eo4society.esa.int/projects/cryosmos/","FAC-CNR ISTITUTO DI FISICA APPLICATA â€ NELLO CARRARAâ€ (IT), CNRS, DELEGATION REGIONALE ALPES (FR), Technical University of Denmark (DK), UNIVERSITE TOULOUSE III â€“ PAUL SABATIER (FR), UNIVERSITY OF HAMBURG (DE)",23.09.2014,31.10.2017,"Ola Grabak","ola.grabak@esa.int","Cryosphere",,,,,
38,"ONGOING","CRYOSPHERE VIRTUAL LABORATORY EXPRO +","CVL","Collaborative Open Science Tool for the cryosphere scientific community","https://cvl.eo.esa.int/metsis/search","https://eo4society.esa.int/projects/cryosphere-virtual-laboratory-expro/","Norwegian Research Centre (NORCE), project leader, The Norwegian Meteorological Institute (MET) , Nansen Environmental and Remote Sensing Center (NERSC), Science and Technology (S&T), The Norwegian Polar Institute (NPI)",15.10.2019,15.11.2022,"Ola Grabak","ola.grabak@esa.int","Cryosphere",,,,,
39,"COMPLETED","CryoTop Evolution","CryoTop Evolution","Making inference about the state of the Antarctic and Greenland Ice Sheets with the production of swath elevations, DEMs, elevation change and innovative science products making use of the technique of swath interferometry applied to SARIn mode CryoSat data.","https://www.cryotempo-eolis.org","https://cryotop-evolution.org","UNIVERSITY OF EDINBURGH (GB), ENVEO â€š ENVIRONMENTAL EARTH OBSERVATION INFORMATION TECHNOLOGY GMBH (AT), UNIVERSITY OF LEEDS, isardSAT (ES)",03.03.2016,30.11.2019,"Jerome Bouffard","jerome.bouffard@esa.int","Cryosphere",,,,,
40,"COMPLETED","Detection of Anthropogenic CO2 Emissions Sources","DACES","Developing a new methodology for detecting anthropogenic carbon dioxide emission sources using colocated CO2 data from OCO-2 and NO2, SO2 and CO data from Sentinel-5P","https://eo4society.esa.int/projects/daces-detection-of-anthropogenic-co2-emissions-sources/","https://eo4society.esa.int/projects/daces-detection-of-anthropogenic-co2-emissions-sources/","FINNISH METEOROLOGICAL INSTITUTE (FI)",30.10.2018,27.05.2020,"Christian Retscher","christian.retscher@esa.int","Atmosphere",,,,,
41,"COMPLETED","Development of pan-European Multi-Sensor Snow Mapping Methods Exploiting Sentinel-1","S14Science: Snow","Multi-sensor snow mapping methods exploiting the Sentinel-1 combined with optical satellite sensors","http://s14scisnow.enveo.at/","https://eo4society.esa.int/projects/development-of-pan-european-multi-sensor-snow-mapping-methods-exploiting-sentinel-1/","Environmental Earth Observation IT GmbH (ENVEO IT GmbH), Finnish Meteorological Institute (FMI), University of Zurich (UZH), Finnish Environment Institute (SYKE), Northern Research Institute (NORUT)",20.10.2016,01.02.2019,"Simon Pinnock","simon.pinnock@esa.int","Cryosphere",,,,,
42,"COMPLETED","Earth Observation data For Science and Innovation in the Black Sea","EO4SIBS","Novel EO-based products and enhanced data sets dedicated to the Black Sea as concerns: Ocean colour data, Coastal altimetry, High resolution salinity, River plume extent, Eddy tracking, Water mass classification, Stratification Index","http://www.eo4sibs.uliege.be/","https://eo4society.esa.int/projects/eo4sibs/","UNIVERSITY OF LIEGE (BE),AGENCIA ESTATAL CONSEJO SUPERIOR DE (ES),CLS COLLECTE LOCALISATION SATELLITES (FR),Jailoo srl (RO),NATIONAL INSTITUTE FOR MARINE RES.R (RO),Sorbonne UniversitâˆšÂ©, SU (FR),TERRASIGNA SRL (RO)",26.04.2019,03.05.2021,"Marie-Helene Rio","marie-helene.rio@esa.int","Oceans",,,,,
43,"ONGOING","Earth Observation for Surface Mass Balance (EO4SMB)","EO4SMB","Direct quantification of  surface mass balance using parameters derived from Cryosat-2 observations over Greenland","https://smb.eo4cryo.dk/","https://eo4society.esa.int/projects/eo4smb/","UNIVERSITY OF LANCASTER ENVIROMENT CENTRE (GB), ENVEO â€š ENVIRONMENTAL EARTH OBSERVATION INFORMATION TECHNOLOGY GMBH (AT), SHEPHERD SPACE LTD. (GB) ,Science [&] Technology Norway (NO), Technical University of Denmark (DK)",27.08.2020,31.08.2022,"Marcus Engdahl","marcus.engdahl@esa.int","Cryosphere",,,,,
44,"COMPLETED","EOCYTES: Evaluation of the effect of Ozone on Crop Yields and the TErrestrial carbon pool using Satellite data","(LPF) EOCYTES","Analyse satellite datasets of O3, and vegetation indices and use the JULES land surface model to assess how short-term and long-term O3 exposure decreases the terrestrial carbon sink and crop yields, particularly near megacities where emissions of O3 precursors are most concentrated","https://eo4society.esa.int/projects/eocytes-evaluation-of-the-effect-of-ozone-on-crop-yields-and-the-terrestrial-carbon-pool-using-satellite-data/","https://eo4society.esa.int/projects/eocytes-evaluation-of-the-effect-of-ozone-on-crop-yields-and-the-terrestrial-carbon-pool-using-satellite-data/","UNIVERSITY OF LEICESTER (GB)",17.10.2018,31.10.2020,"Stephen Plummer","stephen.plummer@esa.int","Land",,,,,
45,"COMPLETED","ForestScan","ForestScan","investigate novel technologies such as Terrestrial Laser Scanning (TLS) and Unmanned Aerial Vehicle-based Laser Scanning (UAV-LS) to complement manual plot based measurements of AGB by collecting and analysing such data for three tropical sites in French Guiana (Paracou), Gabon (LopâˆšÂ©) and Malayisa (Sepilok). In addition at each of these sites airborne laser scanning data is available.","https://eo4society.esa.int/projects/forestscan/","https://eo4society.esa.int/projects/forestscan/","UCL CONSULTANTS LTD (GB), CIRAD (FR), IRD (FR), UNIVERSITY OF CAMBRIDGE (GB), UNIVERSITY OF EDINBURGH (GB), UNIVERSITY OF LEEDS (GB), WAGENINGEN UNIVERSITEIT (NL)",08.03.2019,19.06.2021,"Klaus Scipal","klaus.scipal@esa.int","Land",,,,,
46,"COMPLETED","GOCE+ ANTARCTICA","GOCE+ ANTARCTICA","Exploring the potential of GOCE to improve lithospheric modelling over Antarctica, to reduce uncertainties in bedrock topography and to study the implication on GIA modelling","https://www.bas.ac.uk/project/goceantarctica/","https://eo4society.esa.int/projects/goce-antarctica/","UNIVERSITY OF KIEL (DE), BRITISH ANTARCTIC SURVEY (GB), TU DELFT (NL), Technical University of Denmark (DK)",20.08.2015,25.06.2019,"Michael Kern","michael.kern@esa.int","Solid Earth","Cryosphere",,,,
47,"COMPLETED","GODAE OCEAN OBSERVING SYSTEM EVALUATION OF SATELLITE SEA SURFACE SALINITY AND EL NINO 2015 (SMOS-NINO15)","SMOS-NINO 2015","SMOS Sea Surface Salinity (SSS) is not yet widely used by the ocean modelling community. In part this is due to the technical challenges of assimilating satellite SSS and assessing the impact of the assimilation using objective tools and reporting. The Global Ocean Data Assimilation Experiment (GODAE) Ocean View Science Team (GOV-ST) group Observing System Evaluation Task Team (OSEVal-TT, see https://www.godae-oceanview.org/science/task-teams/observing-system-evaluation-tt-oseval-tt/) was convened by GOV-ST to evaluate the impact of different measurement systems by running specific observing system experiments and producing an Observation Impact Statement Report. This allows GOV-ST to formulate specific requirements for ocean observations on the basis of improved understanding of data utility.This activity is focussed on the design, implementation and reporting of an Observing System Evaluation of satellite SSS during the strong El Nino 2015/16 event. Strong SSS signals are present in SMOS data prior and during to the El Nino event. Inaddition to SMOS, full use of the NASA SMAP mission data will be encouraged. The output will be a GOV-ST Observation Impact Statement Report focussed on satellite SSS, journal publications and a workshop dedicated to the findings and approach taken by the study team.","http://www.godae-oceanview.org/science/task-teams/observing-system-evaluation-tt-oseval-tt/","https://eo4society.esa.int/projects/godae-ocean-observing-system-evaluation-of-satellite-sea-surface-salinity-and-el-nino-2015-smos-nino15/","CLS COLLECTE LOCALISATION SATELLITES (FR), Mercator Ocean International (FR), MetOffice (GB)",27.07.2016,15.05.2019,"Craig James Donlon","craig.donlon@esa.int","Oceans",,,,,
48,"COMPLETED","HR-AlbedoMap: Generation of high-resolution spectral and broadband surface albedo products based on Sentinel-2 MSI measurements","HR-AlbedoMap","Improving a current surface albedo generation system by adapting and integrating a deep learning system for cloud detection, an advanced atmospheric correction model which considers the surface BRDF effects, and a new technology allowing to retrieve high-resolution albedo from high-resolution reflectance by combining with downscaled MODIS BRDF climatology","https://eo4society.esa.int/projects/hr-albedomap/","https://eo4society.esa.int/projects/hr-albedomap/","UCL CONSULTANTS LTD (GB)",25.03.2020,10.07.2021,"Espen Volden","espen.volden@esa.int","Land",,,,,
49,"COMPLETED","HydroCoastal: coastal ocean and inland water altimetry","HydroCoastal","Study the interactions between inland water and coastal zone, between coastal zone and open ocean, and small-scale processes that govern these interactions","https://www.satoc.eu/projects/hydrocoastal/","https://eo4society.esa.int/projects/hydrocoastal/","SATELLITE OCEANOGRAPHIC CONSULTANTS LTD. (GB), ALONG-TRACK (FR),ARESYS SRL (IT),CNR-RESEARCH INSTITUTE FOR GEO-HYDROLOGICAL PROTECTION â€š IRPI (IT),ISARDSAT S.L. (ES),National Oceanography Centre (GB),NATIONAL UNIVERSITY OF IRELAND, MAY (IE),NOVELTIS SAS (FR),TECHNICAL UNIVERSITY OF DENMARK (DK),TECHNI",28.01.2020,18.02.2022,"Jerome Benveniste","jerome.benveniste@esa.int","Oceans",,,,,
50,"COMPLETED","ICEFLOW: Short-term movements in the Cryosphere","(LPF) ICEFLOW","Advancing from fragmented snow and ice velocity snapshots to coherent, large scale glacier velocity time-series","https://eo4society.esa.int/projects/iceflow-short-term-movements-in-the-cryosphere/","https://eo4society.esa.int/projects/iceflow-short-term-movements-in-the-cryosphere/","UNIVERSITY OF OSLO (NO)",11.10.2018,30.11.2020,"Stephen Plummer","stephen.plummer@esa.int","Cryosphere",,,,,
51,"COMPLETED","Impact study of COVID-19 lockdown measures on air quality and climate ICOVAC","ICOVAC","The global crisis due to the pandemic spread of the coronavirus COVID-19 that the humanity is facing since early 2020 led to unprecedented measures taken by different governments worldwide in order to limit as much as possible the number of impacted persons. Those measures include social distancing, banning of people gathering and travels, encouragement for teleworking, closings of schools, universities, restaurants, pubs and non-essential product shops, border closings,… All those measures have been implemented by the individual countries at different moments, depending mostly on the virus outbreak timing in each territory. Italy has been the first European country to be significantly impacted by the virus outbreak and to take lockdown measures in early March 2020. Most of the other European countries had to take similar decisions in the following weeks, almost all countries worldwide are impacted by the COVID-19. All those measures impact significantly the anthropogenic emissions in the atmosphere as they lead to a drastic drop in road and air traffic and a strong reduction of industrial activities in non-essential sectors. On the other hand, other sectors might face increased demands, like domestic heating for example. Satellite measurements of nitrogen dioxide (NO2) tropospheric columns are a direct proxy for anthropogenic emissions. A decrease of the TROPOMI NO2 tropospheric columns in different parts of the world (e.g. China, Po Valley, US) during the respective lockdown periods has been reported in many press articles lately. Besides NO2, other atmospheric species such as CO, glyoxal, CO2,… originate, at least partly, from anthropogenic activity and might be impacted by the taken COVID-19 measures. It will be investigated during this work whether a COVID-19 footprint can be detected in available satellite and ground-based data sets for a number of pollutants. We will attempt to assess the potential impact of the lockdown measures on air quality and climate by deriving updated NOx and CO emissions but also on climate with the analysis of satellite greenhouse gas data products, such as XCO2 columns and/or via the use of the NOx emissions as a proxy to derive fossil fuel CO2 emissions.","https://icovac.aeronomie.be/","https://eo4society.esa.int/projects/icovac/","BELGIAN INSTITUTE OF SPACE AERONOMY (BIRA-IASB) (BE), KNMI (NL),Netherlands Institute for Space Research (NWO-I) (NL),UNIVERSITAET BREMEN (DE)",29.04.2020,30.06.2021,"Christian Retscher","christian.retscher@esa.int","Atmosphere",,,,,
